category	path	line	source_line	bypass_risk
json_emission	frontend/check-multistore-payload-backend.sh	73	positive_actual = json.loads(	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	79	scope_expected = json.loads(	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	85	scope_actual = json.loads(	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	94	"""Parser-generated single-payload JSON differs from the checked fixture."""	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	100	"""Parser-generated scope JSON differs from the checked fixture."""	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	105	"""MULTI_STORE_PAYLOAD_BACKEND_JSON_CONTRACT_OK"""	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	107	JSON_CONTRACT_PY	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	126	"""$POSITIVE_JSON"" \"	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	132	"""$SCOPE_JSON"" \"	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	323	"echo ""Generated positive JSON: $POSITIVE_JSON"""	enforcement-evidence
json_emission	frontend/check-multistore-payload-backend.sh	326	"echo ""Generated scope JSON: $SCOPE_JSON"""	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	29	"GENERATED_JSON=""$TEMP_DIRECTORY/payload-single.parser.json"""	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	37	"""$GENERATED_JSON"""	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	40	"""$GENERATED_JSON"" \"	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	41	"""$FIXTURE_DIRECTORY/payload-single.parser.json"" <<'PY'"	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	42	import json	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	46	generated = json.loads(	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	52	expected = json.loads(	enforcement-evidence
json_emission	frontend/check-multistore-payload-frontend.sh	71	"""$GENERATED_JSON"""	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	40	* versioned ReLico multiple-message-server finite-store JSON bridge.	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	45	public final class RebecaMultiStoreJsonExporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	52	private RebecaMultiStoreJsonExporter() {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	58	"""usage: RebecaMultiStoreJsonExporter "" +"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	59	"""<input.rebeca> <output.json>"""	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	112	String json =	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	113	new Exporter(model).render();	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	121	Files.writeString(	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	123	json,	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	128	"""Wrote multi-server parser bridge JSON: "" +"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	134	private static final class Exporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	138	private Exporter(RebecaModel model) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	381	jsonString(className) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	384	jsonString(actorName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	387	jsonString(actorClass) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	461	jsonString(stateVariable) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	529	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	740	jsonString(target.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	845	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	908	jsonString(term.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	1053	private static String jsonString(String value) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	40	* versioned ReLico multiple-message-server finite-store JSON bridge.	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	45	public final class RebecaMultiStorePayloadJsonExporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	54	private RebecaMultiStorePayloadJsonExporter() {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	60	"""usage: RebecaMultiStorePayloadJsonExporter "" +"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	61	"""<input.rebeca> <output.json>"""	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	114	String json =	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	115	new Exporter(model).render();	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	123	Files.writeString(	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	125	json,	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	130	"""Wrote multi-server parser bridge JSON: "" +"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	136	private static final class Exporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	140	private Exporter(RebecaModel model) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	380	jsonString(className) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	383	jsonString(actorName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	386	jsonString(actorClass) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	460	jsonString(stateVariable) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	548	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	773	jsonString(target.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	883	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	970	jsonString(term.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	1025	jsonString(	enforcement-evidence
json_emission	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	1171	private static String jsonString(String value) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	40	* versioned ReLico finite-store JSON bridge.	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	44	public final class RebecaStoreJsonExporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	48	private RebecaStoreJsonExporter() {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	54	"""usage: RebecaStoreJsonExporter <input.rebeca> <output.json>"""	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	107	String json =	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	108	new Exporter(model).render();	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	116	Files.writeString(	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	118	json,	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	123	"""Wrote parser bridge JSON: "" + outputPath"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	128	private static final class Exporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	132	private Exporter(RebecaModel model) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	366	jsonString(className) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	369	jsonString(actorName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	372	jsonString(actorClass) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	381	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	449	jsonString(stateVariable) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	583	jsonString(target.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	678	jsonString(messageServer) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	741	jsonString(term.getName()) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaStoreJsonExporter.java	871	private static String jsonString(String value) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	40	* versioned ReLico v0 JSON bridge.	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	44	public final class RebecaV0JsonExporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	48	private RebecaV0JsonExporter() {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	54	"""usage: RebecaV0JsonExporter <input.rebeca> <output.json>"""	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	107	String json =	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	108	new Exporter(model).render();	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	116	Files.writeString(	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	118	json,	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	123	"""Wrote parser bridge JSON: "" + outputPath"	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	128	private static final class Exporter {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	132	private Exporter(RebecaModel model) {	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	339	jsonString(className) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	342	jsonString(actorName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	345	jsonString(actorClass) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	348	jsonString(stateVariableName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	351	jsonString(messageServerName) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	515	jsonString(stateVariable) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	610	jsonString(messageServer) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	673	jsonString(stateVariable) +	enforcement-evidence
json_emission	frontend/java-bridge/RebecaV0JsonExporter.java	803	private static String jsonString(String value) {	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	18	"GENERATED_JSON=""$GENERATED_DIRECTORY/multistore-priority.parser.json"""	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	24	"EXPECTED_JSON=""$REPOSITORY_ROOT/frontend/fixtures/multistore-priority.json"""	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	33	"""$GENERATED_JSON"""	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	36	"""$EXPECTED_JSON"" \"	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	37	"""$GENERATED_JSON"" <<'PY'"	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	38	import json	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	42	expected = json.loads(	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	46	actual = json.loads(	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	52	"""Parser-generated multi-server JSON differs from the checked fixture."""	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	57	json.dumps(	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	66	json.dumps(	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	75	"""Parser-generated multi-server JSON matches the checked fixture."""	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	90	"""$GENERATED_JSON"" \"	enforcement-evidence
json_emission	frontend/java-bridge/check-multistore.sh	234	"echo ""Generated JSON: $GENERATED_JSON"""	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	18	"GENERATED_JSON=""$GENERATED_DIRECTORY/store-two-variable.parser.json"""	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	23	"EXPECTED_JSON=""$REPOSITORY_ROOT/frontend/fixtures/store-two-variable.json"""	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	35	"""$GENERATED_JSON"""	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	38	"""$EXPECTED_JSON"" \"	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	39	"""$GENERATED_JSON"" <<'PY'"	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	40	import json	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	44	expected = json.loads(	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	48	actual = json.loads(	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	54	"""Parser-generated finite-store JSON differs from the checked fixture."""	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	59	json.dumps(	enforcement-evidence
json_emission	frontend/java-bridge/check-store.sh	68	json.dumps(	enforcement-evidence
